1,2,3,4,5,6,7,8,9,10,11,12,plateID
1.344,1.344,1.366,1.391,1.324,1.371,1.297,1.451,1.428,1.408,1.294,1.277,Plate29_AB_Uniformity
1.221,1.241,1.330,1.427,1.425,1.397,1.385,1.422,1.350,1.420,1.293,1.313,Plate29_AB_Uniformity
1.289,1.324,1.435,1.373,1.314,1.376,1.455,1.523,1.457,1.417,1.352,1.251,Plate29_AB_Uniformity
1.250,1.251,1.375,1.359,1.323,1.398,1.440,1.496,1.334,1.184,1.336,1.301,Plate29_AB_Uniformity
1.193,1.313,1.325,1.380,1.317,1.367,1.408,1.359,1.421,1.302,1.208,1.234,Plate29_AB_Uniformity
1.217,1.319,1.309,1.432,1.377,1.404,1.350,1.350,1.300,1.366,1.280,1.226,Plate29_AB_Uniformity
0.070,0.066,0.060,0.063,0.089,0.082,0.073,0.069,0.069,0.086,0.086,0.088,Plate30_AB_120MaxTemp
0.118,2.005,1.942,1.630,1.598,1.405,1.054,0.722,0.415,0.272,0.192,0.141,Plate30_AB_120MaxTemp
0.111,1.807,1.574,1.437,1.223,0.939,0.653,0.434,0.259,0.180,0.154,0.125,Plate30_AB_120MaxTemp
0.107,1.762,1.636,1.390,1.270,0.944,0.632,0.421,0.286,0.199,0.186,0.136,Plate30_AB_120MaxTemp
0.096,1.751,1.541,1.392,1.154,0.980,0.635,0.388,0.277,0.190,0.179,0.148,Plate30_AB_120MaxTemp
0.100,1.695,1.653,1.488,1.166,0.969,0.619,0.374,0.282,0.169,0.192,0.144,Plate30_AB_120MaxTemp
0.116,1.965,1.839,1.796,1.595,1.351,1.003,0.671,0.399,0.257,0.213,0.153,Plate30_AB_120MaxTemp
0.101,0.077,0.108,0.104,0.098,0.113,0.108,0.110,0.132,0.116,0.131,0.120,Plate30_AB_120MaxTemp
0.033,0.031,0.038,0.042,0.058,0.059,0.048,0.054,0.063,0.054,0.059,0.071,Plate31_AB_120MaxTemp
0.079,2.033,1.815,1.607,1.407,0.891,0.777,0.423,0.216,0.224,0.097,0.077,Plate31_AB_120MaxTemp
0.094,1.848,1.490,1.300,0.979,0.695,0.370,0.229,0.138,0.099,0.077,0.073,Plate31_AB_120MaxTemp
0.100,1.611,1.357,1.240,0.951,0.717,0.415,0.255,0.161,0.104,0.093,0.079,Plate31_AB_120MaxTemp
0.103,1.730,1.356,1.275,0.935,0.693,0.428,0.272,0.160,0.101,0.095,0.090,Plate31_AB_120MaxTemp
0.104,1.859,1.478,1.335,0.990,0.734,0.399,0.282,0.163,0.114,0.101,0.065,Plate31_AB_120MaxTemp
0.106,2.156,1.953,1.734,1.578,1.130,0.727,0.372,0.229,0.152,0.113,0.092,Plate31_AB_120MaxTemp
0.106,0.070,0.089,0.076,0.085,0.080,0.077,0.079,0.105,0.082,0.082,0.093,Plate31_AB_120MaxTemp
0.091,0.081,0.088,0.091,0.090,0.089,0.103,0.088,0.092,0.121,0.122,0.114,Plate32_CD_BMaxTemp
0.135,2.060,2.024,1.828,1.532,1.224,0.899,0.563,0.313,0.248,0.211,0.163,Plate32_CD_BMaxTemp
0.131,2.151,2.179,2.131,1.920,1.710,1.347,0.889,0.542,0.341,0.244,0.231,Plate32_CD_BMaxTemp
0.144,1.827,1.588,1.501,1.212,0.856,0.564,0.376,0.263,0.178,0.136,0.138,Plate32_CD_BMaxTemp
0.164,1.840,1.600,1.371,1.242,0.896,0.581,0.346,0.247,0.196,0.179,0.143,Plate32_CD_BMaxTemp
0.132,2.228,2.050,2.200,1.942,1.797,1.453,0.886,0.621,0.362,0.268,0.185,Plate32_CD_BMaxTemp
0.139,2.094,1.896,1.812,1.588,1.282,0.884,0.560,0.321,0.246,0.204,0.149,Plate32_CD_BMaxTemp
0.147,0.103,0.095,0.117,0.093,0.112,0.121,0.104,0.113,0.144,0.111,0.090,Plate32_CD_BMaxTemp
0.139,0.076,0.094,0.103,0.118,0.139,0.143,0.131,0.118,0.128,0.127,0.142,Plate33_CD_BMaxTime
0.133,2.361,2.250,2.126,1.939,1.760,1.292,0.815,0.483,0.307,0.255,0.202,Plate33_CD_BMaxTime
0.157,2.340,2.427,2.389,2.399,2.318,1.944,1.365,0.823,0.558,0.385,0.347,Plate33_CD_BMaxTime
0.154,2.249,2.045,1.757,1.470,1.207,0.787,0.532,0.353,0.246,0.246,0.235,Plate33_CD_BMaxTime
0.165,2.050,2.026,1.806,1.562,1.161,0.763,0.514,0.332,0.246,0.237,0.201,Plate33_CD_BMaxTime
0.147,2.491,2.468,2.394,2.361,2.199,1.886,1.373,0.891,0.543,0.467,0.560,Plate33_CD_BMaxTime
0.138,2.267,2.353,2.140,1.908,1.718,1.210,0.747,0.475,0.334,0.250,0.212,Plate33_CD_BMaxTime
0.134,0.099,0.099,0.140,0.122,0.113,0.131,0.128,0.152,0.146,0.155,0.123,Plate33_CD_BMaxTime
0.111,0.077,0.086,0.131,0.129,0.139,0.137,0.131,0.095,0.107,0.083,0.084,Plate34_CD_120MaxTime
0.160,2.223,2.189,2.038,1.843,1.670,1.129,0.765,0.397,0.266,0.183,0.150,Plate34_CD_120MaxTime
0.164,2.230,1.995,1.815,1.521,1.096,0.727,0.405,0.258,0.194,0.170,0.132,Plate34_CD_120MaxTime
0.165,2.206,1.987,1.848,1.477,1.174,0.781,0.464,0.273,0.204,0.165,0.133,Plate34_CD_120MaxTime
0.152,2.239,1.885,1.776,1.487,1.069,0.759,0.457,0.281,0.225,0.167,0.149,Plate34_CD_120MaxTime
0.175,2.251,2.057,1.866,1.453,1.103,0.664,0.414,0.394,0.189,0.179,0.156,Plate34_CD_120MaxTime
0.139,2.470,2.185,2.160,1.883,1.580,1.244,0.710,0.418,0.306,0.204,0.192,Plate34_CD_120MaxTime
0.111,0.107,0.107,0.132,0.103,0.106,0.122,0.127,0.115,0.119,0.120,0.127,Plate34_CD_120MaxTime
0.043,0.027,0.035,0.046,0.075,0.070,0.071,0.079,0.069,0.048,0.062,0.051,Plate35_CD_BMaxTemp
0.092,1.965,1.782,1.641,1.535,1.273,0.955,0.595,0.378,0.222,0.125,0.094,Plate35_CD_BMaxTemp
0.082,2.018,2.087,2.030,1.877,1.711,1.450,0.992,0.642,0.397,0.226,0.138,Plate35_CD_BMaxTemp
0.087,1.762,1.598,1.425,1.180,0.904,0.642,0.400,0.257,0.192,0.107,0.095,Plate35_CD_BMaxTemp
0.075,1.707,1.568,1.364,1.181,0.908,0.660,0.422,0.274,0.178,0.115,0.076,Plate35_CD_BMaxTemp
0.077,1.961,1.976,1.964,1.874,1.774,1.408,1.084,0.657,0.396,0.262,0.164,Plate35_CD_BMaxTemp
0.074,2.101,1.995,1.786,1.534,1.370,1.061,0.705,0.413,0.287,0.165,0.112,Plate35_CD_BMaxTemp
0.079,0.061,0.059,0.071,0.076,0.092,0.090,0.085,0.076,0.084,0.075,0.075,Plate35_CD_BMaxTemp
0.071,0.039,0.051,0.069,0.072,0.083,0.066,0.069,0.092,0.071,0.066,0.056,Plate36_CD_120MaxTemp
0.092,1.989,1.838,1.880,1.650,1.334,1.041,0.717,0.450,0.281,0.192,0.127,Plate36_CD_120MaxTemp
0.103,1.988,1.670,1.584,1.290,1.002,0.715,0.428,0.271,0.197,0.153,0.110,Plate36_CD_120MaxTemp
0.099,1.768,1.645,1.480,1.304,0.926,0.659,0.405,0.273,0.180,0.128,0.119,Plate36_CD_120MaxTemp
0.099,1.830,1.703,1.532,1.278,0.946,0.635,0.432,0.263,0.188,0.146,0.105,Plate36_CD_120MaxTemp
0.075,1.918,1.638,1.567,1.358,1.005,0.698,0.419,0.279,0.173,0.135,0.105,Plate36_CD_120MaxTemp
0.088,2.028,1.949,1.800,1.702,1.363,1.070,0.721,0.415,0.254,0.161,0.126,Plate36_CD_120MaxTemp
0.087,0.085,0.077,0.076,0.087,0.082,0.072,0.072,0.075,0.087,0.100,0.125,Plate36_CD_120MaxTemp
0.129,0.099,0.117,0.145,0.118,0.140,0.154,0.158,0.125,0.142,0.153,0.147,Plate37_CD_120MaxTime
0.164,2.270,2.220,2.085,1.744,1.587,1.153,0.746,0.492,0.305,0.236,0.209,Plate37_CD_120MaxTime
0.178,2.147,2.067,1.874,1.448,1.151,0.770,0.523,0.323,0.284,0.213,0.179,Plate37_CD_120MaxTime
0.155,2.217,2.019,1.711,1.441,1.042,0.689,0.451,0.311,0.212,0.208,0.189,Plate37_CD_120MaxTime
0.165,2.085,1.889,1.734,1.392,1.148,0.724,0.459,0.330,0.242,0.213,0.169,Plate37_CD_120MaxTime
0.127,2.256,1.985,1.740,1.350,1.102,0.731,0.509,0.341,0.251,0.205,0.207,Plate37_CD_120MaxTime
0.141,2.398,2.400,2.096,1.816,1.656,1.223,0.745,0.475,0.331,0.234,0.223,Plate37_CD_120MaxTime
0.154,0.119,0.141,0.139,0.109,0.130,0.142,0.150,0.139,0.171,0.150,0.154,Plate37_CD_120MaxTime
0.095,0.077,0.095,0.092,0.105,0.119,0.114,0.116,0.110,0.097,0.091,0.090,Plate38_CD_BMaxTime
0.139,2.390,2.168,1.992,1.937,1.521,1.157,0.718,0.439,0.266,0.185,0.146,Plate38_CD_BMaxTime
0.155,2.336,2.537,2.266,2.206,2.108,1.721,1.232,0.795,0.467,0.308,0.211,Plate38_CD_BMaxTime
0.157,2.174,1.970,1.775,1.419,1.101,0.750,0.494,0.329,0.205,0.157,0.135,Plate38_CD_BMaxTime
0.180,2.087,1.884,1.826,1.444,1.028,0.762,0.479,0.304,0.183,0.151,0.126,Plate38_CD_BMaxTime
0.163,2.307,2.378,2.343,2.296,2.162,1.708,1.176,0.777,0.417,0.302,0.200,Plate38_CD_BMaxTime
0.161,2.210,2.266,2.149,1.860,1.547,1.104,0.759,0.494,0.282,0.201,0.154,Plate38_CD_BMaxTime
0.165,0.127,0.133,0.165,0.148,0.132,0.160,0.169,0.114,0.121,0.082,0.091,Plate38_CD_BMaxTime
0.121,0.084,0.110,0.118,0.128,0.132,0.108,0.109,0.127,0.123,0.119,0.111,Plate39_CD_120MaxTime
0.167,2.379,2.349,2.243,2.013,1.688,1.213,0.673,0.408,0.266,0.204,0.199,Plate39_CD_120MaxTime
0.145,2.305,1.989,1.869,1.499,1.162,0.749,0.464,0.310,0.227,0.158,0.141,Plate39_CD_120MaxTime
0.162,2.176,2.183,1.925,1.600,1.207,0.785,0.520,0.346,0.219,0.203,0.178,Plate39_CD_120MaxTime
0.138,2.262,1.995,1.863,1.482,1.092,0.796,0.508,0.305,0.233,0.217,0.192,Plate39_CD_120MaxTime
0.155,2.280,2.109,1.876,1.474,1.034,0.741,0.449,0.319,0.241,0.215,0.184,Plate39_CD_120MaxTime
0.140,2.401,2.305,2.173,1.931,1.706,1.245,0.792,0.477,0.322,0.272,0.229,Plate39_CD_120MaxTime
0.146,0.132,0.131,0.121,0.140,0.128,0.146,0.145,0.152,0.155,0.177,0.139,Plate39_CD_120MaxTime
0.109,0.103,0.115,0.099,0.113,0.131,0.129,0.113,0.094,0.077,0.088,0.073,Plate40_CD_BMaxTime
0.176,2.525,2.374,2.219,2.075,1.704,1.218,0.727,0.392,0.247,0.167,0.202,Plate40_CD_BMaxTime
0.168,2.383,2.428,2.485,2.436,2.361,2.063,1.907,1.264,0.734,0.463,0.345,Plate40_CD_BMaxTime
0.152,2.315,2.084,1.808,1.451,1.181,0.754,0.499,0.291,0.234,0.154,0.126,Plate40_CD_BMaxTime
0.158,2.163,2.113,1.570,1.517,1.128,0.695,0.471,0.323,0.217,0.164,0.123,Plate40_CD_BMaxTime
0.169,2.549,2.375,2.490,2.418,2.261,2.069,1.866,1.179,0.700,0.451,0.354,Plate40_CD_BMaxTime
0.137,2.522,2.348,2.193,1.935,1.570,1.074,0.676,0.391,0.276,0.190,0.220,Plate40_CD_BMaxTime
0.131,0.116,0.113,0.110,0.101,0.111,0.107,0.113,0.130,0.121,0.119,0.116,Plate40_CD_BMaxTime
0.041,0.041,0.057,0.088,0.087,0.093,0.074,0.083,0.084,0.085,0.095,0.083,Plate41_CD_120MaxTemp
0.090,1.847,1.718,1.612,1.483,1.252,0.920,0.604,0.413,0.242,0.171,0.157,Plate41_CD_120MaxTemp
0.096,1.869,2.060,1.933,2.009,1.963,1.746,1.380,1.034,0.666,0.373,0.221,Plate41_CD_120MaxTemp
0.096,1.603,1.468,1.309,1.118,0.847,0.575,0.361,0.263,0.190,0.135,0.119,Plate41_CD_120MaxTemp
0.085,1.527,1.447,1.311,1.039,0.819,0.604,0.376,0.248,0.158,0.138,0.121,Plate41_CD_120MaxTemp
0.077,1.800,1.829,1.904,1.825,1.770,1.591,1.271,0.971,0.570,0.329,0.214,Plate41_CD_120MaxTemp
0.081,1.915,1.749,1.648,1.449,1.214,0.869,0.597,0.388,0.215,0.161,0.129,Plate41_CD_120MaxTemp
0.082,0.067,0.086,0.090,0.083,0.086,0.098,0.082,0.098,0.097,0.099,0.104,Plate41_CD_120MaxTemp
0.044,0.057,0.049,0.081,0.102,0.087,0.093,0.070,0.084,0.067,0.060,0.056,Plate42_CD_BMaxTemp
0.099,1.751,1.736,1.528,1.373,1.119,0.919,0.522,0.339,0.227,0.128,0.098,Plate42_CD_BMaxTemp
0.110,1.634,1.477,1.284,1.034,0.752,0.521,0.313,0.219,0.146,0.105,0.100,Plate42_CD_BMaxTemp
0.106,1.586,1.342,1.221,1.020,0.777,0.532,0.353,0.208,0.143,0.103,0.100,Plate42_CD_BMaxTemp
0.089,1.498,1.323,1.270,1.037,0.834,0.541,0.343,0.223,0.148,0.120,0.097,Plate42_CD_BMaxTemp
0.087,1.645,1.455,1.186,1.016,0.760,0.524,0.315,0.212,0.146,0.117,0.103,Plate42_CD_BMaxTemp
0.081,1.833,1.652,1.546,1.375,1.103,0.817,0.552,0.350,0.219,0.143,0.103,Plate42_CD_BMaxTemp
0.096,0.074,0.070,0.066,0.075,0.078,0.086,0.094,0.092,0.069,0.062,0.063,Plate42_CD_BMaxTemp
0.067,0.090,0.062,0.083,0.105,0.085,0.087,0.097,0.092,0.121,0.100,0.100,Plate43_AB_BMaxTime
0.088,1.912,1.934,1.977,1.648,1.486,1.059,0.682,0.415,0.280,0.218,0.218,Plate43_AB_BMaxTime
0.102,2.005,2.153,2.205,2.186,2.021,1.758,1.271,0.831,0.543,0.384,0.396,Plate43_AB_BMaxTime
0.110,1.965,1.829,1.676,1.433,1.049,0.720,0.477,0.334,0.219,0.173,0.156,Plate43_AB_BMaxTime
0.133,2.068,1.857,1.744,1.447,1.110,0.714,0.501,0.311,0.230,0.198,0.162,Plate43_AB_BMaxTime
0.143,2.210,2.293,2.243,2.203,2.138,1.863,1.346,0.847,0.539,0.418,0.392,Plate43_AB_BMaxTime
0.132,2.364,2.263,2.144,1.900,1.564,1.234,0.761,0.495,0.321,0.257,0.265,Plate43_AB_BMaxTime
0.123,0.118,0.125,0.141,0.132,0.136,0.138,0.143,0.155,0.135,0.148,0.140,Plate43_AB_BMaxTime
0.023,0.015,0.019,0.024,0.028,0.038,0.032,0.041,0.049,0.047,0.047,0.040,Plate44_AB_BMaxTemp
0.061,1.715,1.602,1.469,1.296,1.165,0.777,0.522,0.285,0.168,0.112,0.088,Plate44_AB_BMaxTemp
0.063,1.875,1.826,1.722,1.810,1.615,1.154,0.837,0.488,0.291,0.172,0.123,Plate44_AB_BMaxTemp
0.063,1.551,1.399,1.226,1.005,0.738,0.492,0.278,0.186,0.120,0.101,0.082,Plate44_AB_BMaxTemp
0.067,1.519,1.274,1.157,0.944,0.699,0.442,0.274,0.173,0.111,0.085,0.078,Plate44_AB_BMaxTemp
0.081,1.926,1.946,1.847,1.532,1.693,1.280,0.981,0.555,0.304,0.200,0.137,Plate44_AB_BMaxTemp
0.066,1.925,1.627,1.592,1.357,1.044,0.790,0.512,0.316,0.175,0.114,0.100,Plate44_AB_BMaxTemp
0.078,0.051,0.063,0.054,0.055,0.047,0.054,0.052,0.059,0.052,0.064,0.060,Plate44_AB_BMaxTemp
